Programming Language,Questionnaires,Difficulty,Average Difficulty
C,".Exe file won't execute correctly I'm new to the programming world, recently I began my programming path with C, and because of that I made a program that determines if a number is whether perfect or not. I use Code::Blocks IDE, and it works just fine, the problem is when I click the option ""Build and run"", the IDE executes the program and works perfectly, but when I select the .exe file from my desktop, it opens up, but doesn't show any output, the window just closes suddenly. Does someone have any idea on how to solve this issue?",0.8389,0.145
C,"MPLAB XC8 compiler error:"" no identifier in declaration ""I wrote a program that is using a Timer 0 Interruption.",0.1958,0.145
C,Invalid (Aborted)core dumped error while using free() in Chere's the code:,0.1361,0.145
C,Getting characters without waiting for enter to be pressed,0.1305,0.145
C,Why does glibc store the return value of a system call into errnoI read that when a system call fails the kernel returns the corresponding error number explaining the failure. Why is this error not directly returned to user applications?,0.3811,0.145
C,is it safe to write to a file in another thread?,0.0835,0.145
C,Why I get initializer for aggregate is not a compile-time constant warning?,0.1431,0.145
C,How to write char[] into struct?,0.0659,0.145
C,Linking Ruby Interpreter into C program I'm trying to include the Ruby interpreter in a C program.,0.1736,0.145
C,"C: Why is &= better that =? I'm looking at some old code I inherited, and I really don't like the style at places.",0.1864,0.145
C,Arrays are not storing values in the loop That's my C code.,0.1035,0.145
C,"the problem is from a algorithm problem I do recently, but I can't gain the right answer",0.153,0.145
C,Not seeing uploaded file in C when using form-data I have a simple web server in C that prints out everything it receives from a client.,0.2287,0.145
C,Wrong array values after writing outside the array then using realloc,0.1432,0.145
C,How do Comma-separated expressions as condition in a for-loop work?,0.1288,0.145
C,"How to reduce space between lines in text using VIPS? Using VIPS, how to reduce the space between lines in a text?",0.1938,0.145
C,Sum of digits with test cases in C I am trying to find the sum of digits with test cases.,0.1512,0.145
C,"C Pre-Processor include-path order I typed ""cpp -v"" on linux and it resulted",0.1335,0.145
C,Array with arithmetic operator?,0.1134,0.145
C,Assembly of variable-size stack frame: these stack-alignment instructions seem useless in allocating a VLA?,0.1996,0.145
C,get segmentation fault error when use strcpy function,0.1266,0.145
C,Converting postfix to infix notation using array stack,0.13,0.145
C,Error in implementing bubble sorting in a merge sort program in C I am learning data structure and algorithms.,0.1949,0.145
C,Pthread unexpected output but good result,0.1141,0.145
C,"Valid Expression in C with Help of Macro or typedef: (x) ((x) - 1)Can the ""expression"" (x) ((x) - 1) ever be a valid C expression with help of macro or typedef?",0.2545,0.145
C,"use node-gyp exception : LNK2001 unresolved external symboluse node-gyp build native module（try to use ffmpeg to my cpp files), it throws an exception: error LNK2001 unresolved external symbol",0.3155,0.145
C,getchar() != ' ' and getchar() = ' 'I am having trouble understanding what getchar() != ' ' and getchar() = ' ' are doing in my code.,0.2128,0.145
C,"calling function by value in C I am new to C language somehow and I am trying here to call a function ""func"" in main function but it gives me compiling error.",0.2614,0.145
C,"Adding the value of character in c I was to ask to add the value of a number character into an integer, does anyone know how to do that?",0.227,0.145
C,"How to solve a runtime error problem like "" signed integer overflow: 2147483644 + 4 cannot be represented in type 'int' ""?",0.2095,0.145
C,Segmentation Fault (Malloc/Free in a Loop) I've been revisiting the C language and am having trouble freeing up memory after use in my program:,0.24,0.145
C,read everything even when a signal is sent in c program I am stuck in a BIG problem.,0.1448,0.145
C,Why do the results of my program to find the coordinates of an arc or circle in C differ from the 'correct' results?,0.196,0.145
C,Understanding of getpeername function,0.1538,0.145
C,Is there a C function which calculates process elapsed time?,0.1244,0.145
C,"Running a C script in PycharmHei, I am trying to use an already existing code to convert a protein PDB file into a GIT vector.",0.2124,0.145
C,formatting sqlite3_exec result,0.1606,0.145
C,How to edit certain part of char array Is there any function or method in c to do swap/edit of certain part of char array.,0.2055,0.145
C,Bus error in C that gets removed when I add a printf statement,0.1124,0.145
C,print returned char* value,0.0839,0.145
C,What does the following code do in regards to structure pointers?,0.1304,0.145
C,How to do an operation in two arrays and stock it in one?,0.0985,0.145
C,Errors while building customised ffmpeg4.1 with opencv I am trying to build my customised ffmpeg of version 4.1.,0.196,0.145
C,Function not evaluating user input,0.1044,0.145
C,How would you get the epoch time and convert it to local time in arm assembly on a raspberry pi?,0.1649,0.145
C,"printf unexpected behaviour when printing after System() call I have the following ""main"" function with the related console output.",0.2327,0.145
C,OLE32 Link Error with multiple definitions of IsEqualGuid,0.1403,0.145
C,handle ctrl+c in client-server socket in c programing I wrote a telnet server in C programing language.,0.1809,0.145
C,Win32 CryptoAPI uses RSA algorithm,0.1044,0.145
C,"What is the output that the program trying to achieve I know about the fork(), dup2 calls but I cannot infer the output of the program.",0.2255,0.145
C,Output of an unsigned char array,0.0758,0.145
C,Sorting an array of strings in c using pointers So i am trying to sort an array of  strings but i have no ideea how to pass it to the function.,0.2382,0.145
C,Search in databaseIm trying to write a program that will search a surname in database of students and print whole line where that surname is.,0.2394,0.145
C,Building GMP 6.1.2 on ARM64 Using Custom Built GCC 7.2.0 - Assertion Errors - BinUtils Assembler seems to be at fault,0.197,0.145
C,How can I double the integer and update them?,0.0873,0.145
C,Why String Is Not Beeing Printed?,0.0768,0.145
C,I am now learning how to work with arrays and I'm struggling with my assigment to make a multiplication table and get the average,0.2192,0.145
C,How can I reverse each word in a string?,0.0715,0.145
C,"Turning MIPS instruction into Binary, then into Hexa decimal For a class project",0.1555,0.145
C,"How to change data of a GtkTreeModel (within ""edited"" callback)",0.1273,0.145
C,Set ID for structs based on the current highest ID I need to keep the ID's of my structs organized as I create them.,0.1957,0.145
C,Queue resets after every operation I am working on a queue implementation and something weird is happening.,0.196,0.145
C,Array becoming NULL after function I have a pretty standard function to read from a file.,0.1614,0.145
C,How do I fix these conflicting types error when passing linked list in C?,0.1332,0.145
C,Is there any way to install cs50 C library on a Fedora 31 disto?,0.1119,0.145
C,GPGME Decrypt showing No Data I am writing a program where I encrypt a file and send it over an SSL Socket using gpgme.,0.2019,0.145
C,Having trouble with comparing a char with a string (both arrays) and printing the result?,0.1631,0.145
C,How can I write a simple application using Openthread library,0.1293,0.145
C,"C assigning pointer in function, doesn't change the original pointer (void *)",0.1483,0.145
C,Elegant ways to return status code and pointer from a C function I was currently reading this question which shows problems about using void ** as a parameter to return a pointer from a function.,0.318,0.145
C,Why does the sscanf %n format specifier have no effect on the return value?,0.1365,0.145
C,Check for winner in an NxN tic tac toe game (C program) I have a homework where I have to create an N x N tic tac toe game in C program.,0.2267,0.145
C,splitting a string with parentheses and commas into smaller variables using sscanf,0.1696,0.145
C,Reimplementing split function in C I have been trying to write a function that takes in strings as a line and returns a pointer to an array of words.,0.249,0.145
C,Why am I getting an error for my symbolic link program?,0.1028,0.145
C,"To swap two strings in C This is a common method to swap two strings as below and it works pretty well,",0.1752,0.145
C,Initializing static array using int variable from inside a struct,0.1411,0.145
C,How to manage unions and bit-fields,0.0746,0.145
C,Reset mask of ignored signal in Linux During exec() the mask of blocked signals (as set by sigprocmask()) is inherited by child processes.,0.2326,0.145
C,Get width and height from `xcb_get_geometry_reply(),0.1468,0.145
C,How to read FIFO Data from MAX30100 using STM32F4 i'm monitorating heart rate by the MAX30100,0.1675,0.145
C,Big O notation for an if else selection statement with for loops if (A[1][1] == 0),0.136,0.145
